,ethnic origin,baseline_share,min_proba,min_distance,max_entropy,N_samples,sample_share
13,13,0.057063048683160415,0.55,0.2,10,120,0.05371530886302596
14,14,0.05865921787709497,0.55,0.2,10,142,0.06356311548791406
15,15,0.06225059856344772,0.55,0.2,10,116,0.051924798567591766
16,16,0.05905826017557861,0.55,0.2,10,119,0.05326768128916741
0,0,0.05865921787709497,0.55,0.2,2,144,0.06445837063563116
1,1,0.05826017557861133,0.55,0.2,2,146,0.06535362578334826
2,2,0.05746209098164405,0.55,0.2,2,112,0.050134288272157566
3,3,0.06264964086193137,0.55,0.2,2,156,0.06982990152193375
4,4,0.06225059856344772,0.55,0.2,2,109,0.048791405550581916
5,5,0.06424581005586592,0.55,0.2,2,135,0.06042972247090421
6,6,0.06544293695131684,0.55,0.2,2,153,0.0684870188003581
7,7,0.057063048683160415,0.55,0.2,2,147,0.06580125335720681
8,8,0.060654429369513166,0.55,0.2,2,135,0.06042972247090421
9,9,0.060654429369513166,0.55,0.2,2,146,0.06535362578334826
10,10,0.05905826017557861,0.55,0.2,2,143,0.06401074306177261
11,11,0.06025538707102953,0.55,0.2,2,136,0.06087735004476276
12,12,0.036312849162011177,0.55,0.2,2,75,0.03357206803939123
13,13,0.057063048683160415,0.55,0.2,2,120,0.05371530886302596
14,14,0.05865921787709497,0.55,0.2,2,142,0.06356311548791406
15,15,0.06225059856344772,0.55,0.2,2,116,0.051924798567591766
16,16,0.05905826017557861,0.55,0.2,2,119,0.05326768128916741
0,0,0.05865921787709497,0.55,0.2,1.75,144,0.06445837063563116
1,1,0.05826017557861133,0.55,0.2,1.75,146,0.06535362578334826
2,2,0.05746209098164405,0.55,0.2,1.75,112,0.050134288272157566
3,3,0.06264964086193137,0.55,0.2,1.75,156,0.06982990152193375
4,4,0.06225059856344772,0.55,0.2,1.75,109,0.048791405550581916
5,5,0.06424581005586592,0.55,0.2,1.75,135,0.06042972247090421
6,6,0.06544293695131684,0.55,0.2,1.75,153,0.0684870188003581
7,7,0.057063048683160415,0.55,0.2,1.75,147,0.06580125335720681
8,8,0.060654429369513166,0.55,0.2,1.75,135,0.06042972247090421
9,9,0.060654429369513166,0.55,0.2,1.75,146,0.06535362578334826
10,10,0.05905826017557861,0.55,0.2,1.75,143,0.06401074306177261
11,11,0.06025538707102953,0.55,0.2,1.75,136,0.06087735004476276
12,12,0.036312849162011177,0.55,0.2,1.75,75,0.03357206803939123
13,13,0.057063048683160415,0.55,0.2,1.75,120,0.05371530886302596
14,14,0.05865921787709497,0.55,0.2,1.75,142,0.06356311548791406
15,15,0.06225059856344772,0.55,0.2,1.75,116,0.051924798567591766
16,16,0.05905826017557861,0.55,0.2,1.75,119,0.05326768128916741
0,0,0.05865921787709497,0.55,0.3,10,143,0.06494096276112625
1,1,0.05826017557861133,0.55,0.3,10,143,0.06494096276112625
2,2,0.05746209098164405,0.55,0.3,10,104,0.047229791099000905
3,3,0.06264964086193137,0.55,0.3,10,155,0.0703905540417802
4,4,0.06225059856344772,0.55,0.3,10,107,0.0485921889191644
5,5,0.06424581005586592,0.55,0.3,10,130,0.05903723887375113
6,6,0.06544293695131684,0.55,0.3,10,150,0.0681198910081744
7,7,0.057063048683160415,0.55,0.3,10,147,0.0667574931880109
8,8,0.060654429369513166,0.55,0.3,10,134,0.06085376930063579
9,9,0.060654429369513166,0.55,0.3,10,145,0.06584922797456857
10,10,0.05905826017557861,0.55,0.3,10,143,0.06494096276112625
11,11,0.06025538707102953,0.55,0.3,10,135,0.06130790190735695
12,12,0.036312849162011177,0.55,0.3,10,75,0.0340599455040872
13,13,0.057063048683160415,0.55,0.3,10,118,0.053587647593097185
14,14,0.05865921787709497,0.55,0.3,10,141,0.06403269754768393
15,15,0.06225059856344772,0.55,0.3,10,113,0.05131698455949137
16,16,0.05905826017557861,0.55,0.3,10,119,0.05404178019981835
0,0,0.05865921787709497,0.55,0.3,2,143,0.06494096276112625
1,1,0.05826017557861133,0.55,0.3,2,143,0.06494096276112625
2,2,0.05746209098164405,0.55,0.3,2,104,0.047229791099000905
3,3,0.06264964086193137,0.55,0.3,2,155,0.0703905540417802
4,4,0.06225059856344772,0.55,0.3,2,107,0.0485921889191644
5,5,0.06424581005586592,0.55,0.3,2,130,0.05903723887375113
6,6,0.06544293695131684,0.55,0.3,2,150,0.0681198910081744
7,7,0.057063048683160415,0.55,0.3,2,147,0.0667574931880109
8,8,0.060654429369513166,0.55,0.3,2,134,0.06085376930063579
9,9,0.060654429369513166,0.55,0.3,2,145,0.06584922797456857
10,10,0.05905826017557861,0.55,0.3,2,143,0.06494096276112625
11,11,0.06025538707102953,0.55,0.3,2,135,0.06130790190735695
12,12,0.036312849162011177,0.55,0.3,2,75,0.0340599455040872
13,13,0.057063048683160415,0.55,0.3,2,118,0.053587647593097185
14,14,0.05865921787709497,0.55,0.3,2,141,0.06403269754768393
15,15,0.06225059856344772,0.55,0.3,2,113,0.05131698455949137
16,16,0.05905826017557861,0.55,0.3,2,119,0.05404178019981835
0,0,0.05865921787709497,0.55,0.3,1.75,143,0.06494096276112625
1,1,0.05826017557861133,0.55,0.3,1.75,143,0.06494096276112625
2,2,0.05746209098164405,0.55,0.3,1.75,104,0.047229791099000905
3,3,0.06264964086193137,0.55,0.3,1.75,155,0.0703905540417802
4,4,0.06225059856344772,0.55,0.3,1.75,107,0.0485921889191644
5,5,0.06424581005586592,0.55,0.3,1.75,130,0.05903723887375113
6,6,0.06544293695131684,0.55,0.3,1.75,150,0.0681198910081744
7,7,0.057063048683160415,0.55,0.3,1.75,147,0.0667574931880109
8,8,0.060654429369513166,0.55,0.3,1.75,134,0.06085376930063579
9,9,0.060654429369513166,0.55,0.3,1.75,145,0.06584922797456857
10,10,0.05905826017557861,0.55,0.3,1.75,143,0.06494096276112625
11,11,0.06025538707102953,0.55,0.3,1.75,135,0.06130790190735695
12,12,0.036312849162011177,0.55,0.3,1.75,75,0.0340599455040872
13,13,0.057063048683160415,0.55,0.3,1.75,118,0.053587647593097185
14,14,0.05865921787709497,0.55,0.3,1.75,141,0.06403269754768393
15,15,0.06225059856344772,0.55,0.3,1.75,113,0.05131698455949137
16,16,0.05905826017557861,0.55,0.3,1.75,119,0.05404178019981835
0,0,0.05865921787709497,0.55,0.4,10,142,0.0662004662004662
1,1,0.05826017557861133,0.55,0.4,10,137,0.06386946386946386
2,2,0.05746209098164405,0.55,0.4,10,104,0.048484848484848485
3,3,0.06264964086193137,0.55,0.4,10,146,0.06806526806526807
4,4,0.06225059856344772,0.55,0.4,10,104,0.048484848484848485
5,5,0.06424581005586592,0.55,0.4,10,124,0.05780885780885781
6,6,0.06544293695131684,0.55,0.4,10,146,0.06806526806526807
7,7,0.057063048683160415,0.55,0.4,10,146,0.06806526806526807
8,8,0.060654429369513166,0.55,0.4,10,131,0.061072261072261075
9,9,0.060654429369513166,0.55,0.4,10,143,0.06666666666666667
10,10,0.05905826017557861,0.55,0.4,10,142,0.0662004662004662
11,11,0.06025538707102953,0.55,0.4,10,131,0.061072261072261075
12,12,0.036312849162011177,0.55,0.4,10,74,0.0344988344988345
13,13,0.057063048683160415,0.55,0.4,10,112,0.052214452214452214
14,14,0.05865921787709497,0.55,0.4,10,137,0.06386946386946386
15,15,0.06225059856344772,0.55,0.4,10,108,0.05034965034965035
16,16,0.05905826017557861,0.55,0.4,10,118,0.05501165501165501
0,0,0.05865921787709497,0.55,0.4,2,142,0.0662004662004662
1,1,0.05826017557861133,0.55,0.4,2,137,0.06386946386946386
2,2,0.05746209098164405,0.55,0.4,2,104,0.048484848484848485
3,3,0.06264964086193137,0.55,0.4,2,146,0.06806526806526807
4,4,0.06225059856344772,0.55,0.4,2,104,0.048484848484848485
5,5,0.06424581005586592,0.55,0.4,2,124,0.05780885780885781
6,6,0.06544293695131684,0.55,0.4,2,146,0.06806526806526807
7,7,0.057063048683160415,0.55,0.4,2,146,0.06806526806526807
8,8,0.060654429369513166,0.55,0.4,2,131,0.061072261072261075
9,9,0.060654429369513166,0.55,0.4,2,143,0.06666666666666667
10,10,0.05905826017557861,0.55,0.4,2,142,0.0662004662004662
11,11,0.06025538707102953,0.55,0.4,2,131,0.061072261072261075
12,12,0.036312849162011177,0.55,0.4,2,74,0.0344988344988345
13,13,0.057063048683160415,0.55,0.4,2,112,0.052214452214452214
14,14,0.05865921787709497,0.55,0.4,2,137,0.06386946386946386
15,15,0.06225059856344772,0.55,0.4,2,108,0.05034965034965035
16,16,0.05905826017557861,0.55,0.4,2,118,0.05501165501165501
0,0,0.05865921787709497,0.55,0.4,1.75,142,0.0662004662004662
1,1,0.05826017557861133,0.55,0.4,1.75,137,0.06386946386946386
2,2,0.05746209098164405,0.55,0.4,1.75,104,0.048484848484848485
3,3,0.06264964086193137,0.55,0.4,1.75,146,0.06806526806526807
4,4,0.06225059856344772,0.55,0.4,1.75,104,0.048484848484848485
5,5,0.06424581005586592,0.55,0.4,1.75,124,0.05780885780885781
6,6,0.06544293695131684,0.55,0.4,1.75,146,0.06806526806526807
7,7,0.057063048683160415,0.55,0.4,1.75,146,0.06806526806526807
8,8,0.060654429369513166,0.55,0.4,1.75,131,0.061072261072261075
9,9,0.060654429369513166,0.55,0.4,1.75,143,0.06666666666666667
10,10,0.05905826017557861,0.55,0.4,1.75,142,0.0662004662004662
11,11,0.06025538707102953,0.55,0.4,1.75,131,0.061072261072261075
12,12,0.036312849162011177,0.55,0.4,1.75,74,0.0344988344988345
13,13,0.057063048683160415,0.55,0.4,1.75,112,0.052214452214452214
14,14,0.05865921787709497,0.55,0.4,1.75,137,0.06386946386946386
15,15,0.06225059856344772,0.55,0.4,1.75,108,0.05034965034965035
16,16,0.05905826017557861,0.55,0.4,1.75,118,0.05501165501165501
0,0,0.05865921787709497,0.55,0.5,10,139,0.06698795180722891
1,1,0.05826017557861133,0.55,0.5,10,129,0.06216867469879518
2,2,0.05746209098164405,0.55,0.5,10,98,0.047228915662650604
3,3,0.06264964086193137,0.55,0.5,10,138,0.06650602409638554
4,4,0.06225059856344772,0.55,0.5,10,100,0.04819277108433735
5,5,0.06424581005586592,0.55,0.5,10,120,0.05783132530120482
6,6,0.06544293695131684,0.55,0.5,10,140,0.06746987951807229
7,7,0.057063048683160415,0.55,0.5,10,143,0.06891566265060241
8,8,0.060654429369513166,0.55,0.5,10,128,0.061686746987951804
9,9,0.060654429369513166,0.55,0.5,10,142,0.06843373493975903
10,10,0.05905826017557861,0.55,0.5,10,141,0.06795180722891567
11,11,0.06025538707102953,0.55,0.5,10,126,0.060722891566265064
12,12,0.036312849162011177,0.55,0.5,10,73,0.03518072289156626
13,13,0.057063048683160415,0.55,0.5,10,109,0.05253012048192771
14,14,0.05865921787709497,0.55,0.5,10,132,0.0636144578313253
15,15,0.06225059856344772,0.55,0.5,10,100,0.04819277108433735
16,16,0.05905826017557861,0.55,0.5,10,117,0.056385542168674696
0,0,0.05865921787709497,0.55,0.5,2,139,0.06698795180722891
1,1,0.05826017557861133,0.55,0.5,2,129,0.06216867469879518
2,2,0.05746209098164405,0.55,0.5,2,98,0.047228915662650604
3,3,0.06264964086193137,0.55,0.5,2,138,0.06650602409638554
4,4,0.06225059856344772,0.55,0.5,2,100,0.04819277108433735
5,5,0.06424581005586592,0.55,0.5,2,120,0.05783132530120482
6,6,0.06544293695131684,0.55,0.5,2,140,0.06746987951807229
7,7,0.057063048683160415,0.55,0.5,2,143,0.06891566265060241
8,8,0.060654429369513166,0.55,0.5,2,128,0.061686746987951804
9,9,0.060654429369513166,0.55,0.5,2,142,0.06843373493975903
10,10,0.05905826017557861,0.55,0.5,2,141,0.06795180722891567
11,11,0.06025538707102953,0.55,0.5,2,126,0.060722891566265064
12,12,0.036312849162011177,0.55,0.5,2,73,0.03518072289156626
13,13,0.057063048683160415,0.55,0.5,2,109,0.05253012048192771
14,14,0.05865921787709497,0.55,0.5,2,132,0.0636144578313253
15,15,0.06225059856344772,0.55,0.5,2,100,0.04819277108433735
16,16,0.05905826017557861,0.55,0.5,2,117,0.056385542168674696
0,0,0.05865921787709497,0.55,0.5,1.75,139,0.06698795180722891
1,1,0.05826017557861133,0.55,0.5,1.75,129,0.06216867469879518
2,2,0.05746209098164405,0.55,0.5,1.75,98,0.047228915662650604
3,3,0.06264964086193137,0.55,0.5,1.75,138,0.06650602409638554
4,4,0.06225059856344772,0.55,0.5,1.75,100,0.04819277108433735
5,5,0.06424581005586592,0.55,0.5,1.75,120,0.05783132530120482
6,6,0.06544293695131684,0.55,0.5,1.75,140,0.06746987951807229
7,7,0.057063048683160415,0.55,0.5,1.75,143,0.06891566265060241
8,8,0.060654429369513166,0.55,0.5,1.75,128,0.061686746987951804
9,9,0.060654429369513166,0.55,0.5,1.75,142,0.06843373493975903
10,10,0.05905826017557861,0.55,0.5,1.75,141,0.06795180722891567
11,11,0.06025538707102953,0.55,0.5,1.75,126,0.060722891566265064
12,12,0.036312849162011177,0.55,0.5,1.75,73,0.03518072289156626
13,13,0.057063048683160415,0.55,0.5,1.75,109,0.05253012048192771
14,14,0.05865921787709497,0.55,0.5,1.75,132,0.0636144578313253
15,15,0.06225059856344772,0.55,0.5,1.75,100,0.04819277108433735
16,16,0.05905826017557861,0.55,0.5,1.75,117,0.056385542168674696
0,0,0.05865921787709497,0.6,0,10,141,0.06456043956043957
1,1,0.05826017557861133,0.6,0,10,139,0.06364468864468864
2,2,0.05746209098164405,0.6,0,10,102,0.046703296703296704
3,3,0.06264964086193137,0.6,0,10,154,0.07051282051282051
4,4,0.06225059856344772,0.6,0,10,108,0.04945054945054945
5,5,0.06424581005586592,0.6,0,10,127,0.05815018315018315
6,6,0.06544293695131684,0.6,0,10,147,0.0673076923076923
7,7,0.057063048683160415,0.6,0,10,147,0.0673076923076923
8,8,0.060654429369513166,0.6,0,10,135,0.061813186813186816
9,9,0.060654429369513166,0.6,0,10,145,0.06639194139194139
10,10,0.05905826017557861,0.6,0,10,142,0.06501831501831502
11,11,0.06025538707102953,0.6,0,10,135,0.061813186813186816
12,12,0.036312849162011177,0.6,0,10,75,0.034340659340659344
13,13,0.057063048683160415,0.6,0,10,119,0.05448717948717949
14,14,0.05865921787709497,0.6,0,10,138,0.06318681318681318
15,15,0.06225059856344772,0.6,0,10,111,0.050824175824175824
16,16,0.05905826017557861,0.6,0,10,119,0.05448717948717949
0,0,0.05865921787709497,0.6,0,2,141,0.06456043956043957
1,1,0.05826017557861133,0.6,0,2,139,0.06364468864468864
2,2,0.05746209098164405,0.6,0,2,102,0.046703296703296704
3,3,0.06264964086193137,0.6,0,2,154,0.07051282051282051
4,4,0.06225059856344772,0.6,0,2,108,0.04945054945054945
5,5,0.06424581005586592,0.6,0,2,127,0.05815018315018315
6,6,0.06544293695131684,0.6,0,2,147,0.0673076923076923
7,7,0.057063048683160415,0.6,0,2,147,0.0673076923076923
8,8,0.060654429369513166,0.6,0,2,135,0.061813186813186816
9,9,0.060654429369513166,0.6,0,2,145,0.06639194139194139
10,10,0.05905826017557861,0.6,0,2,142,0.06501831501831502
11,11,0.06025538707102953,0.6,0,2,135,0.061813186813186816
12,12,0.036312849162011177,0.6,0,2,75,0.034340659340659344
13,13,0.057063048683160415,0.6,0,2,119,0.05448717948717949
14,14,0.05865921787709497,0.6,0,2,138,0.06318681318681318
15,15,0.06225059856344772,0.6,0,2,111,0.050824175824175824
16,16,0.05905826017557861,0.6,0,2,119,0.05448717948717949
0,0,0.05865921787709497,0.6,0,1.75,141,0.06456043956043957
1,1,0.05826017557861133,0.6,0,1.75,139,0.06364468864468864
2,2,0.05746209098164405,0.6,0,1.75,102,0.046703296703296704
3,3,0.06264964086193137,0.6,0,1.75,154,0.07051282051282051
4,4,0.06225059856344772,0.6,0,1.75,108,0.04945054945054945
5,5,0.06424581005586592,0.6,0,1.75,127,0.05815018315018315
6,6,0.06544293695131684,0.6,0,1.75,147,0.0673076923076923
7,7,0.057063048683160415,0.6,0,1.75,147,0.0673076923076923
8,8,0.060654429369513166,0.6,0,1.75,135,0.061813186813186816
9,9,0.060654429369513166,0.6,0,1.75,145,0.06639194139194139
10,10,0.05905826017557861,0.6,0,1.75,142,0.06501831501831502
11,11,0.06025538707102953,0.6,0,1.75,135,0.061813186813186816
12,12,0.036312849162011177,0.6,0,1.75,75,0.034340659340659344
13,13,0.057063048683160415,0.6,0,1.75,119,0.05448717948717949
14,14,0.05865921787709497,0.6,0,1.75,138,0.06318681318681318
15,15,0.06225059856344772,0.6,0,1.75,111,0.050824175824175824
16,16,0.05905826017557861,0.6,0,1.75,119,0.05448717948717949
0,0,0.05865921787709497,0.6,0.2,10,141,0.06456043956043957
1,1,0.05826017557861133,0.6,0.2,10,139,0.06364468864468864
2,2,0.05746209098164405,0.6,0.2,10,102,0.046703296703296704
3,3,0.06264964086193137,0.6,0.2,10,154,0.07051282051282051
4,4,0.06225059856344772,0.6,0.2,10,108,0.04945054945054945
5,5,0.06424581005586592,0.6,0.2,10,127,0.05815018315018315
6,6,0.06544293695131684,0.6,0.2,10,147,0.0673076923076923
7,7,0.057063048683160415,0.6,0.2,10,147,0.0673076923076923
8,8,0.060654429369513166,0.6,0.2,10,135,0.061813186813186816
9,9,0.060654429369513166,0.6,0.2,10,145,0.06639194139194139
10,10,0.05905826017557861,0.6,0.2,10,142,0.06501831501831502
11,11,0.06025538707102953,0.6,0.2,10,135,0.061813186813186816
12,12,0.036312849162011177,0.6,0.2,10,75,0.034340659340659344
13,13,0.057063048683160415,0.6,0.2,10,119,0.05448717948717949
14,14,0.05865921787709497,0.6,0.2,10,138,0.06318681318681318
15,15,0.06225059856344772,0.6,0.2,10,111,0.050824175824175824
16,16,0.05905826017557861,0.6,0.2,10,119,0.05448717948717949
0,0,0.05865921787709497,0.6,0.2,2,141,0.06456043956043957
1,1,0.05826017557861133,0.6,0.2,2,139,0.06364468864468864
2,2,0.05746209098164405,0.6,0.2,2,102,0.046703296703296704
3,3,0.06264964086193137,0.6,0.2,2,154,0.07051282051282051
4,4,0.06225059856344772,0.6,0.2,2,108,0.04945054945054945
5,5,0.06424581005586592,0.6,0.2,2,127,0.05815018315018315
6,6,0.06544293695131684,0.6,0.2,2,147,0.0673076923076923
7,7,0.057063048683160415,0.6,0.2,2,147,0.0673076923076923
8,8,0.060654429369513166,0.6,0.2,2,135,0.061813186813186816
9,9,0.060654429369513166,0.6,0.2,2,145,0.06639194139194139
10,10,0.05905826017557861,0.6,0.2,2,142,0.06501831501831502
11,11,0.06025538707102953,0.6,0.2,2,135,0.061813186813186816
12,12,0.036312849162011177,0.6,0.2,2,75,0.034340659340659344
13,13,0.057063048683160415,0.6,0.2,2,119,0.05448717948717949
14,14,0.05865921787709497,0.6,0.2,2,138,0.06318681318681318
15,15,0.06225059856344772,0.6,0.2,2,111,0.050824175824175824
16,16,0.05905826017557861,0.6,0.2,2,119,0.05448717948717949
0,0,0.05865921787709497,0.6,0.2,1.75,141,0.06456043956043957
1,1,0.05826017557861133,0.6,0.2,1.75,139,0.06364468864468864
2,2,0.05746209098164405,0.6,0.2,1.75,102,0.046703296703296704
3,3,0.06264964086193137,0.6,0.2,1.75,154,0.07051282051282051
4,4,0.06225059856344772,0.6,0.2,1.75,108,0.04945054945054945
5,5,0.06424581005586592,0.6,0.2,1.75,127,0.05815018315018315
6,6,0.06544293695131684,0.6,0.2,1.75,147,0.0673076923076923
7,7,0.057063048683160415,0.6,0.2,1.75,147,0.0673076923076923
8,8,0.060654429369513166,0.6,0.2,1.75,135,0.061813186813186816
9,9,0.060654429369513166,0.6,0.2,1.75,145,0.06639194139194139
10,10,0.05905826017557861,0.6,0.2,1.75,142,0.06501831501831502
11,11,0.06025538707102953,0.6,0.2,1.75,135,0.061813186813186816
12,12,0.036312849162011177,0.6,0.2,1.75,75,0.034340659340659344
13,13,0.057063048683160415,0.6,0.2,1.75,119,0.05448717948717949
14,14,0.05865921787709497,0.6,0.2,1.75,138,0.06318681318681318
15,15,0.06225059856344772,0.6,0.2,1.75,111,0.050824175824175824
16,16,0.05905826017557861,0.6,0.2,1.75,119,0.05448717948717949
0,0,0.05865921787709497,0.6,0.3,10,141,0.0649171270718232
1,1,0.05826017557861133,0.6,0.3,10,138,0.06353591160220995
2,2,0.05746209098164405,0.6,0.3,10,102,0.04696132596685083
3,3,0.06264964086193137,0.6,0.3,10,153,0.07044198895027624
4,4,0.06225059856344772,0.6,0.3,10,107,0.049263351749539594
5,5,0.06424581005586592,0.6,0.3,10,125,0.05755064456721915
6,6,0.06544293695131684,0.6,0.3,10,145,0.06675874769797421
7,7,0.057063048683160415,0.6,0.3,10,147,0.06767955801104972
8,8,0.060654429369513166,0.6,0.3,10,134,0.061694290976058934
9,9,0.060654429369513166,0.6,0.3,10,145,0.06675874769797421
10,10,0.05905826017557861,0.6,0.3,10,142,0.06537753222836096
11,11,0.06025538707102953,0.6,0.3,10,135,0.062154696132596686
12,12,0.036312849162011177,0.6,0.3,10,75,0.034530386740331494
13,13,0.057063048683160415,0.6,0.3,10,118,0.05432780847145488
14,14,0.05865921787709497,0.6,0.3,10,138,0.06353591160220995
15,15,0.06225059856344772,0.6,0.3,10,108,0.049723756906077346
16,16,0.05905826017557861,0.6,0.3,10,119,0.05478821362799263
0,0,0.05865921787709497,0.6,0.3,2,141,0.0649171270718232
1,1,0.05826017557861133,0.6,0.3,2,138,0.06353591160220995
2,2,0.05746209098164405,0.6,0.3,2,102,0.04696132596685083
3,3,0.06264964086193137,0.6,0.3,2,153,0.07044198895027624
4,4,0.06225059856344772,0.6,0.3,2,107,0.049263351749539594
5,5,0.06424581005586592,0.6,0.3,2,125,0.05755064456721915
6,6,0.06544293695131684,0.6,0.3,2,145,0.06675874769797421
7,7,0.057063048683160415,0.6,0.3,2,147,0.06767955801104972
8,8,0.060654429369513166,0.6,0.3,2,134,0.061694290976058934
9,9,0.060654429369513166,0.6,0.3,2,145,0.06675874769797421
10,10,0.05905826017557861,0.6,0.3,2,142,0.06537753222836096
11,11,0.06025538707102953,0.6,0.3,2,135,0.062154696132596686
12,12,0.036312849162011177,0.6,0.3,2,75,0.034530386740331494
13,13,0.057063048683160415,0.6,0.3,2,118,0.05432780847145488
14,14,0.05865921787709497,0.6,0.3,2,138,0.06353591160220995
15,15,0.06225059856344772,0.6,0.3,2,108,0.049723756906077346
16,16,0.05905826017557861,0.6,0.3,2,119,0.05478821362799263
0,0,0.05865921787709497,0.6,0.3,1.75,141,0.0649171270718232
1,1,0.05826017557861133,0.6,0.3,1.75,138,0.06353591160220995
2,2,0.05746209098164405,0.6,0.3,1.75,102,0.04696132596685083
3,3,0.06264964086193137,0.6,0.3,1.75,153,0.07044198895027624
4,4,0.06225059856344772,0.6,0.3,1.75,107,0.049263351749539594
5,5,0.06424581005586592,0.6,0.3,1.75,125,0.05755064456721915
6,6,0.06544293695131684,0.6,0.3,1.75,145,0.06675874769797421
7,7,0.057063048683160415,0.6,0.3,1.75,147,0.06767955801104972
8,8,0.060654429369513166,0.6,0.3,1.75,134,0.061694290976058934
9,9,0.060654429369513166,0.6,0.3,1.75,145,0.06675874769797421
10,10,0.05905826017557861,0.6,0.3,1.75,142,0.06537753222836096
11,11,0.06025538707102953,0.6,0.3,1.75,135,0.062154696132596686
12,12,0.036312849162011177,0.6,0.3,1.75,75,0.034530386740331494
13,13,0.057063048683160415,0.6,0.3,1.75,118,0.05432780847145488
14,14,0.05865921787709497,0.6,0.3,1.75,138,0.06353591160220995
15,15,0.06225059856344772,0.6,0.3,1.75,108,0.049723756906077346
16,16,0.05905826017557861,0.6,0.3,1.75,119,0.05478821362799263
0,0,0.05865921787709497,0.6,0.4,10,141,0.0661661191928672
1,1,0.05826017557861133,0.6,0.4,10,135,0.06335053965274519
2,2,0.05746209098164405,0.6,0.4,10,102,0.04786485218207415
3,3,0.06264964086193137,0.6,0.4,10,146,0.0685124354763022
4,4,0.06225059856344772,0.6,0.4,10,104,0.048803378695448145
5,5,0.06424581005586592,0.6,0.4,10,122,0.05725011731581417
6,6,0.06544293695131684,0.6,0.4,10,144,0.0675739089629282
7,7,0.057063048683160415,0.6,0.4,10,146,0.0685124354763022
8,8,0.060654429369513166,0.6,0.4,10,131,0.061473486625997185
9,9,0.060654429369513166,0.6,0.4,10,143,0.0671046457062412
10,10,0.05905826017557861,0.6,0.4,10,142,0.0666353824495542
11,11,0.06025538707102953,0.6,0.4,10,131,0.061473486625997185
12,12,0.036312849162011177,0.6,0.4,10,74,0.034725480994838104
13,13,0.057063048683160415,0.6,0.4,10,112,0.05255748474894416
14,14,0.05865921787709497,0.6,0.4,10,135,0.06335053965274519
15,15,0.06225059856344772,0.6,0.4,10,105,0.04927264195213515
16,16,0.05905826017557861,0.6,0.4,10,118,0.055373064289066166
0,0,0.05865921787709497,0.6,0.4,2,141,0.0661661191928672
1,1,0.05826017557861133,0.6,0.4,2,135,0.06335053965274519
2,2,0.05746209098164405,0.6,0.4,2,102,0.04786485218207415
3,3,0.06264964086193137,0.6,0.4,2,146,0.0685124354763022
4,4,0.06225059856344772,0.6,0.4,2,104,0.048803378695448145
5,5,0.06424581005586592,0.6,0.4,2,122,0.05725011731581417
6,6,0.06544293695131684,0.6,0.4,2,144,0.0675739089629282
7,7,0.057063048683160415,0.6,0.4,2,146,0.0685124354763022
8,8,0.060654429369513166,0.6,0.4,2,131,0.061473486625997185
9,9,0.060654429369513166,0.6,0.4,2,143,0.0671046457062412
10,10,0.05905826017557861,0.6,0.4,2,142,0.0666353824495542
11,11,0.06025538707102953,0.6,0.4,2,131,0.061473486625997185
12,12,0.036312849162011177,0.6,0.4,2,74,0.034725480994838104
13,13,0.057063048683160415,0.6,0.4,2,112,0.05255748474894416
14,14,0.05865921787709497,0.6,0.4,2,135,0.06335053965274519
15,15,0.06225059856344772,0.6,0.4,2,105,0.04927264195213515
16,16,0.05905826017557861,0.6,0.4,2,118,0.055373064289066166
0,0,0.05865921787709497,0.6,0.4,1.75,141,0.0661661191928672
1,1,0.05826017557861133,0.6,0.4,1.75,135,0.06335053965274519
2,2,0.05746209098164405,0.6,0.4,1.75,102,0.04786485218207415
3,3,0.06264964086193137,0.6,0.4,1.75,146,0.0685124354763022
4,4,0.06225059856344772,0.6,0.4,1.75,104,0.048803378695448145
5,5,0.06424581005586592,0.6,0.4,1.75,122,0.05725011731581417
6,6,0.06544293695131684,0.6,0.4,1.75,144,0.0675739089629282
7,7,0.057063048683160415,0.6,0.4,1.75,146,0.0685124354763022
8,8,0.060654429369513166,0.6,0.4,1.75,131,0.061473486625997185
9,9,0.060654429369513166,0.6,0.4,1.75,143,0.0671046457062412
10,10,0.05905826017557861,0.6,0.4,1.75,142,0.0666353824495542
11,11,0.06025538707102953,0.6,0.4,1.75,131,0.061473486625997185
12,12,0.036312849162011177,0.6,0.4,1.75,74,0.034725480994838104
13,13,0.057063048683160415,0.6,0.4,1.75,112,0.05255748474894416
14,14,0.05865921787709497,0.6,0.4,1.75,135,0.06335053965274519
15,15,0.06225059856344772,0.6,0.4,1.75,105,0.04927264195213515
16,16,0.05905826017557861,0.6,0.4,1.75,118,0.055373064289066166
0,0,0.05865921787709497,0.6,0.5,10,139,0.06698795180722891
1,1,0.05826017557861133,0.6,0.5,10,129,0.06216867469879518
2,2,0.05746209098164405,0.6,0.5,10,98,0.047228915662650604
3,3,0.06264964086193137,0.6,0.5,10,138,0.06650602409638554
4,4,0.06225059856344772,0.6,0.5,10,100,0.04819277108433735
5,5,0.06424581005586592,0.6,0.5,10,120,0.05783132530120482
6,6,0.06544293695131684,0.6,0.5,10,140,0.06746987951807229
7,7,0.057063048683160415,0.6,0.5,10,143,0.06891566265060241
8,8,0.060654429369513166,0.6,0.5,10,128,0.061686746987951804
9,9,0.060654429369513166,0.6,0.5,10,142,0.06843373493975903
